complex
14921 -2316.2505
31641 -2274.4376
21001 -2263.3597
32401 -2261.5029
28601 -2287.3069
17201 -2297.2041
8841 -2304.6570
24801 -2297.1600
25561 -2282.5858
14161 -2317.6487
11121 -2296.6833
18721 -2299.9107
39241 -2281.9902
15681 -2279.2011
4281 -2312.8323
5041 -2287.6413
33161 -2272.0449
2001 -2309.6241
23281 -2308.0847
26321 -2300.5469
8081 -2297.9475
2761 -2327.0023
3521 -2294.1477
19481 -2298.5527
36961 -2281.3160
30881 -2298.9435
30121 -2279.7415
9601 -2279.8083
16441 -2338.0783
22521 -2262.1760
7321 -2286.9954
13401 -2296.5832
6561 -2276.9657
10361 -2291.2274
27841 -2273.4438
17961 -2311.4906
33921 -2291.9315
35441 -2288.4496
37721 -2247.1758
12641 -2318.7379
24041 -2285.2639
11881 -2258.3169
38481 -2252.2435
5801 -2286.3395
29361 -2311.4075
20241 -2268.6483
27081 -2270.4267
36201 -2291.3151
34681 -2303.7896
21761 -2279.3339
